Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Virgil van Dijk,nl NED,DF,34-141,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,0.6,13.0,87.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Liverpool
Mohamed Salah,eg EGY,FW,33-164,12,12,1073.0,11.9,4.0,2.0,6.0,3.0,1.0,1.0,1.0,0.0,3.8,3.0,2.3,5.3,47.0,50.0,153.0,0.34,0.17,0.5,0.25,0.42,0.32,0.19,0.51,0.25,0.45,Matches,Liverpool
Ibrahima Konaté,fr FRA,DF,26-185,12,12,976.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.5,1.3,12.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,Matches,Liverpool
Cody Gakpo,nl NED,"FW,MF",26-203,12,10,919.0,10.2,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,3.6,3.6,3.0,6.5,45.0,35.0,113.0,0.29,0.2,0.49,0.29,0.49,0.35,0.29,0.64,0.35,0.64,Matches,Liverpool
Ryan Gravenberch,nl NED,"MF,DF",23-194,10,10,871.0,9.7,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.6,0.6,0.7,1.3,23.0,50.0,24.0,0.31,0.1,0.41,0.31,0.41,0.06,0.07,0.13,0.06,0.13,Matches,Liverpool
Milos Kerkez,hu HUN,DF,22-019,11,10,762.0,8.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.8,1.7,13.0,39.0,46.0,0.12,0.0,0.12,0.12,0.12,0.11,0.09,0.21,0.11,0.21,Matches,Liverpool
Alexis Mac Allister,ar ARG,MF,26-337,11,10,728.0,8.1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,1.4,2.5,14.0,32.0,23.0,0.0,0.25,0.25,0.0,0.25,0.15,0.17,0.31,0.15,0.31,Matches,Liverpool
Hugo Ekitike,fr FRA,FW,23-159,11,8,668.0,7.4,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,2.3,2.3,0.6,2.9,13.0,10.0,38.0,0.4,0.13,0.54,0.4,0.54,0.32,0.08,0.39,0.32,0.39,Matches,Liverpool
Florian Wirtz,de GER,"MF,FW",22-207,11,7,689.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,1.1,2.4,21.0,48.0,53.0,0.0,0.0,0.0,0.0,0.0,0.17,0.15,0.32,0.17,0.32,Matches,Liverpool
Alisson,br BRA,GK,33-055,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool
Conor Bradley,nir NIR,DF,22-140,9,7,530.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.3,0.4,16.0,28.0,25.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.07,0.01,0.07,Matches,Liverpool
Giorgi Mamardashvili,ge GEO,GK,25-058,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool
Alexander Isak,se SWE,FW,26-066,5,4,318.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.6,1.7,2.0,8.0,17.0,0.0,0.28,0.28,0.0,0.28,0.32,0.17,0.49,0.32,0.49,Matches,Liverpool
Curtis Jones,eng ENG,MF,24-300,10,3,421.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.7,15.0,59.0,17.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.16,0.08,0.16,Matches,Liverpool
Andrew Robertson,sct SCO,DF,31-260,7,2,318.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,7.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.06,0.14,0.2,0.06,0.2,Matches,Liverpool
Jeremie Frimpong,nl NED,"DF,MF",24-351,4,1,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,4.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.08,0.31,0.39,0.08,0.39,Matches,Liverpool
Federico Chiesa,it ITA,"FW,MF",28-032,9,0,148.0,1.6,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,0.9,2.1,5.0,8.0,14.0,1.22,0.61,1.82,1.22,1.82,0.71,0.56,1.27,0.71,1.27,Matches,Liverpool
Joe Gomez,eng ENG,DF,28-187,4,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches,Liverpool
Rio Ngumoha,eng ENG,"FW,MF",17-089,5,0,46.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,6.0,0.0,15.0,1.96,0.0,1.96,1.96,1.96,0.7,0.24,0.93,0.7,0.93,Matches,Liverpool
Wataru Endo,jp JPN,"MF,DF",32-290,4,0,39.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,1.0,0.0,0.0,2.31,2.31,0.0,2.31,0.0,0.25,0.25,0.0,0.25,Matches,Liverpool
Harvey Elliott,eng ENG,"MF,FW",22-236,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool
Giovanni Leoni,it ITA,DF,18-340,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
Kieran Morrison,nir NIR,MF,19-017,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
Trey Nyoni,eng ENG,MF,18-149,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
Ármin Pécsi,hu HUN,GK,20-275,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
Calvin Ramsay,sct SCO,DF,22-118,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
Freddie Woodman,eng ENG,GK,28-267,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
Squad Total,,,27.0,12,132,1080.0,12.0,18.0,12.0,30.0,17.0,1.0,1.0,25.0,0.0,19.6,18.8,15.4,34.2,293.0,635.0,632.0,1.5,1.0,2.5,1.42,2.42,1.63,1.28,2.91,1.57,2.85,,Liverpool
Opponent Total,,,26.8,12,132,1080.0,12.0,20.0,14.0,34.0,19.0,1.0,2.0,22.0,2.0,15.5,13.9,11.0,24.9,173.0,320.0,309.0,1.67,1.17,2.83,1.58,2.75,1.29,0.92,2.2,1.16,2.07,,Liverpool
Nathan Collins,ie IRL,DF,24-210,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.9,1.3,2.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.11,0.03,0.11,Matches,Brentford
Sepp van den Berg,nl NED,DF,23-341,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.1,1.6,5.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.13,0.13,0.13,Matches,Brentford
Caoimhín Kelleher,ie IRL,GK,27-003,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford
Michael Kayode,it ITA,DF,21-139,12,12,1042.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.6,1.7,23.0,22.0,45.0,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.15,0.02,0.15,Matches,Brentford
Thiago,br BRA,FW,24-153,12,12,1012.0,11.2,9.0,0.0,9.0,5.0,4.0,5.0,3.0,0.0,7.3,3.4,1.2,4.6,5.0,13.0,37.0,0.8,0.0,0.8,0.44,0.44,0.65,0.11,0.76,0.3,0.41,Matches,Brentford
Yehor Yarmoliuk,ua UKR,MF,21-270,12,12,948.0,10.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.7,11.0,32.0,10.0,0.0,0.09,0.09,0.0,0.09,0.03,0.03,0.06,0.03,0.06,Matches,Brentford
Kevin Schade,de GER,FW,23-364,12,11,1010.0,11.2,3.0,1.0,4.0,3.0,0.0,1.0,4.0,0.0,3.2,2.4,1.2,3.6,21.0,11.0,37.0,0.27,0.09,0.36,0.27,0.36,0.28,0.1,0.39,0.21,0.32,Matches,Brentford
Jordan Henderson,eng ENG,MF,35-162,12,11,920.0,10.2,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.9,1.0,6.0,51.0,7.0,0.0,0.2,0.2,0.0,0.2,0.01,0.09,0.09,0.01,0.09,Matches,Brentford
Mikkel Damsgaard,dk DEN,MF,25-146,10,10,795.0,8.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.7,2.2,17.0,39.0,34.0,0.11,0.11,0.23,0.11,0.23,0.06,0.19,0.25,0.06,0.25,Matches,Brentford
Dango Ouattara,bf BFA,FW,23-288,11,8,705.0,7.8,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.5,2.5,0.7,3.3,20.0,11.0,52.0,0.26,0.0,0.26,0.26,0.26,0.32,0.1,0.42,0.32,0.42,Matches,Brentford
Keane Lewis-Potter,eng ENG,"DF,FW",24-277,10,5,476.0,5.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,10.0,9.0,20.0,0.0,0.19,0.19,0.0,0.19,0.04,0.12,0.15,0.04,0.15,Matches,Brentford
Kristoffer Ajer,no NOR,DF,27-223,8,5,468.0,5.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,1.2,6.0,16.0,7.0,0.0,0.19,0.19,0.0,0.19,0.1,0.13,0.23,0.1,0.23,Matches,Brentford
Aaron Hickey,sct SCO,DF,23-169,7,3,267.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Brentford
Mathias Jensen,dk DEN,MF,29-329,10,2,230.0,2.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,4.0,16.0,5.0,0.78,0.0,0.78,0.78,0.78,0.21,0.08,0.29,0.21,0.29,Matches,Brentford
Ethan Pinnock,jm JAM,DF,32-181,2,2,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford
Rico Henry,jm JAM,DF,28-141,8,1,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.3,14.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches,Brentford
Fabio Carvalho,pt POR,"FW,MF",23-088,6,1,102.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,2.0,2.0,6.0,0.88,0.0,0.88,0.88,0.88,0.62,0.0,0.62,0.62,0.62,Matches,Brentford
Antoni Milambo,nl NED,MF,20-237,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford
Vitaly Janelt,de GER,MF,27-200,8,0,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.16,0.13,0.16,Matches,Brentford
Frank Onyeka,ng NGA,MF,27-329,6,0,92.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,4.0,2.0,0.0,0.98,0.98,0.0,0.98,0.0,0.12,0.12,0.0,0.12,Matches,Brentford
Reiss Nelson,eng ENG,FW,25-351,2,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,Matches,Brentford
Benjamin Arthur,eng ENG,DF,20-048,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford
Myles Peart-Harris,eng ENG,MF,23-069,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford
Mads Roerslev,dk DEN,"DF,MF",26-155,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford
Hákon Valdimarsson,is ISL,GK,24-044,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford
Squad Total,,,25.4,12,132,1080.0,12.0,18.0,8.0,26.0,14.0,4.0,6.0,25.0,0.0,18.3,13.6,10.3,23.9,152.0,301.0,297.0,1.5,0.67,2.17,1.17,1.83,1.52,0.86,2.38,1.13,1.99,,Brentford
Opponent Total,,,26.7,12,132,1080.0,12.0,17.0,10.0,27.0,16.0,1.0,2.0,26.0,1.0,14.5,12.9,9.0,22.0,220.0,471.0,465.0,1.42,0.83,2.25,1.33,2.17,1.21,0.75,1.96,1.08,1.83,,Brentford
Nick Pope,eng ENG,GK,33-221,12,12,1066.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle Utd
Bruno Guimarães,br BRA,MF,28-010,11,11,984.0,10.9,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,0.7,2.7,14.0,81.0,26.0,0.27,0.18,0.46,0.27,0.46,0.18,0.06,0.25,0.18,0.25,Matches,Newcastle Utd
Dan Burn,eng ENG,DF,33-201,11,11,972.0,10.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.1,0.1,0.1,0.2,4.0,32.0,21.0,0.0,0.09,0.09,0.0,0.09,0.0,0.01,0.02,0.0,0.02,Matches,Newcastle Utd
Sandro Tonali,it ITA,MF,25-202,12,11,960.0,10.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.8,2.2,20.0,83.0,23.0,0.0,0.09,0.09,0.0,0.09,0.04,0.17,0.21,0.04,0.21,Matches,Newcastle Utd
Joelinton,br BRA,MF,29-104,10,10,737.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.9,1.5,12.0,39.0,32.0,0.0,0.0,0.0,0.0,0.0,0.08,0.11,0.19,0.08,0.19,Matches,Newcastle Utd
Nick Woltemade,de GER,FW,23-285,9,9,696.0,7.7,4.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,3.7,2.9,0.7,3.6,4.0,10.0,27.0,0.52,0.0,0.52,0.39,0.39,0.47,0.09,0.56,0.37,0.46,Matches,Newcastle Utd
Malick Thiaw,de GER,DF,24-110,9,8,723.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.3,1.0,10.0,39.0,11.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,Matches,Newcastle Utd
Kieran Trippier,eng ENG,DF,35-068,9,8,699.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.8,11.0,75.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,Newcastle Utd
Jacob Murphy,eng ENG,FW,30-275,11,8,658.0,7.3,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.3,2.3,2.3,4.6,17.0,18.0,85.0,0.27,0.14,0.41,0.27,0.41,0.31,0.32,0.63,0.31,0.63,Matches,Newcastle Utd
Sven Botman,nl NED,DF,25-318,10,8,656.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,1.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.09,0.02,0.09,Matches,Newcastle Utd
Valentino Livramento,eng ENG,DF,23-014,7,7,616.0,6.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,15.0,25.0,41.0,0.0,0.15,0.15,0.0,0.15,0.0,0.03,0.03,0.0,0.03,Matches,Newcastle Utd
Anthony Gordon,eng ENG,FW,24-275,7,7,458.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,1.4,1.0,2.4,21.0,16.0,38.0,0.0,0.0,0.0,0.0,0.0,0.27,0.19,0.46,0.27,0.46,Matches,Newcastle Utd
Harvey Barnes,eng ENG,FW,27-352,12,5,554.0,6.2,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.8,2.8,1.1,3.9,23.0,23.0,61.0,0.49,0.0,0.49,0.49,0.49,0.45,0.17,0.63,0.45,0.63,Matches,Newcastle Utd
Fabian Schär,ch SUI,DF,33-341,7,5,515.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,5.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Newcastle Utd
Anthony Elanga,se SWE,"FW,MF",23-213,12,4,423.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6,1.4,18.0,8.0,65.0,0.0,0.0,0.0,0.0,0.0,0.17,0.13,0.3,0.17,0.3,Matches,Newcastle Utd
Lewis Miley,eng ENG,MF,19-209,8,2,275.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0,10.0,9.0,0.0,0.33,0.33,0.0,0.33,0.01,0.09,0.1,0.01,0.1,Matches,Newcastle Utd
Lewis Hall,eng ENG,DF,21-079,5,2,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Newcastle Utd
William Osula,dk DEN,FW,22-114,10,1,219.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,4.0,2.0,12.0,0.41,0.0,0.41,0.41,0.41,0.27,0.03,0.3,0.27,0.3,Matches,Newcastle Utd
Jacob Ramsey,eng ENG,MF,24-182,5,1,193.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,8.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.01,0.19,0.2,0.01,0.2,Matches,Newcastle Utd
Joe Willock,eng ENG,MF,26-098,4,1,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,Newcastle Utd
Emil Krafth,se SWE,DF,31-116,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle Utd
Jamaal Lascelles,eng ENG,DF,32-015,2,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,Newcastle Utd
Aaron Ramsdale,eng ENG,GK,27-196,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle Utd
Alex Murphy,ie IRL,DF,21-154,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle Utd
Sean Neave,eng ENG,FW,18-183,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle Utd
John Ruddy,eng ENG,GK,39-033,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle Utd
Park Seungsoo,kr KOR,MF,18-254,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle Utd
Squad Total,,,28.1,12,132,1080.0,12.0,13.0,7.0,20.0,12.0,1.0,1.0,15.0,2.0,15.1,14.3,11.7,26.0,193.0,538.0,532.0,1.08,0.58,1.67,1.0,1.58,1.26,0.97,2.23,1.19,2.16,,Newcastle Utd
Opponent Total,,,26.6,12,132,1080.0,12.0,14.0,7.0,21.0,13.0,1.0,1.0,24.0,1.0,13.6,12.8,9.1,21.9,195.0,431.0,426.0,1.17,0.58,1.75,1.08,1.67,1.13,0.76,1.89,1.07,1.82,,Newcastle Utd
Bernd Leno,de GER,GK,33-267,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham
Sander Berge,no NOR,MF,27-285,12,12,1048.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.8,1.4,19.0,65.0,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.12,0.05,0.12,Matches,Fulham
Alex Iwobi,ng NGA,"FW,MF",29-207,12,12,986.0,11.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,1.9,2.5,46.0,67.0,61.0,0.09,0.18,0.27,0.09,0.27,0.06,0.17,0.23,0.06,0.23,Matches,Fulham
Calvin Bassey,ng NGA,DF,25-330,12,11,999.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.3,14.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Fulham
Joachim Andersen,dk DEN,DF,29-179,11,11,941.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,1.2,9.0,39.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.12,0.05,0.12,Matches,Fulham
Ryan Sessegnon,eng ENG,DF,25-192,11,11,926.0,10.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.8,22.0,35.0,51.0,0.19,0.0,0.19,0.19,0.19,0.08,0.1,0.18,0.08,0.18,Matches,Fulham
Joshua King,eng ENG,MF,18-327,12,10,724.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.3,1.2,19.0,24.0,45.0,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.15,0.11,0.15,Matches,Fulham
Kenny Tete,nl NED,DF,30-048,9,9,809.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.4,10.0,38.0,14.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,Fulham
Harry Wilson,wls WAL,"FW,MF",28-249,11,9,743.0,8.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.5,1.5,0.3,1.8,9.0,18.0,55.0,0.24,0.0,0.24,0.24,0.24,0.18,0.04,0.22,0.18,0.22,Matches,Fulham
Saša Lukić,rs SRB,MF,29-105,9,9,676.0,7.5,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.5,1.5,1.1,2.6,14.0,23.0,21.0,0.13,0.13,0.27,0.13,0.27,0.2,0.15,0.35,0.2,0.35,Matches,Fulham
Raúl Jiménez,mx MEX,FW,34-205,11,7,542.0,6.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.4,2.4,0.5,3.0,3.0,10.0,25.0,0.33,0.17,0.5,0.33,0.5,0.4,0.09,0.49,0.4,0.49,Matches,Fulham
Timothy Castagne,be BEL,"DF,FW",29-356,8,5,399.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,5.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.13,0.1,0.13,Matches,Fulham
Rodrigo Muniz,br BRA,FW,24-206,7,4,352.0,3.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3,1.3,0.0,2.0,11.0,0.26,0.26,0.51,0.26,0.51,0.26,0.07,0.33,0.26,0.33,Matches,Fulham
Kevin,br BRA,"FW,MF",22-326,9,3,381.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.6,31.0,12.0,39.0,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.15,0.08,0.15,Matches,Fulham
Issa Diop,fr FRA,DF,28-321,3,2,224.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham
Jorge Cuenca,es ESP,DF,26-009,3,2,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham
Emile Smith Rowe,eng ENG,MF,25-121,12,1,253.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.2,1.3,8.0,14.0,17.0,0.36,0.0,0.36,0.36,0.36,0.41,0.06,0.47,0.41,0.47,Matches,Fulham
Adama Traoré,es ESP,FW,29-305,9,1,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.6,14.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.07,0.17,0.23,0.07,0.23,Matches,Fulham
Tom Cairney,sct SCO,MF,34-310,7,1,203.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,2.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.2,0.18,0.2,Matches,Fulham
